id,duplicate_group,split
SYN-08445,3434,train
SYN-08446,1330,train
SYN-08447,3244,train
SYN-08448,3797,train
SYN-08449,3435,train
SYN-08450,3436,validation
SYN-08451,3437,validation
SYN-08452,3854,train
SYN-08453,3438,test
SYN-08454,3439,test
SYN-08455,3440,train
SYN-08456,1526,train
SYN-08457,200,train
SYN-08458,3797,train
SYN-08459,3441,train
SYN-08460,991,train
SYN-08461,2999,train
SYN-08462,3442,validation
SYN-08463,2939,train
SYN-08464,3443,train
SYN-08465,3444,validation
SYN-08466,813,test
SYN-08467,1668,test
SYN-08468,93,train
SYN-08469,3445,train
SYN-08470,3446,train
SYN-08471,36,train
SYN-08472,3447,validation
SYN-08473,3448,test
SYN-08474,4043,train
SYN-08475,3449,train
SYN-08476,3450,train
SYN-08477,3451,test
SYN-08478,3452,train
SYN-08479,3453,train
SYN-08480,3454,test
SYN-08481,2949,test
SYN-08482,1470,train
SYN-08483,3455,train
SYN-08484,3264,test
SYN-08485,1264,train
SYN-08486,4355,validation
SYN-08487,2032,train
SYN-08488,49,train
SYN-08489,3456,train
SYN-08490,1018,train
SYN-08491,36,train
SYN-08492,36,train
SYN-08493,1263,train
SYN-08494,3457,train
SYN-08495,3458,validation
SYN-08496,991,train
SYN-08497,3459,train
SYN-08498,3460,train
SYN-08499,3461,train
SYN-08500,3462,train
SYN-08501,3189,validation
SYN-08502,3463,train
SYN-08503,2790,test
SYN-08504,3464,train
SYN-08505,3465,train
SYN-08506,472,train
SYN-08507,1190,train
SYN-08508,1377,train
SYN-08509,3466,train
SYN-08510,1481,train
SYN-08511,361,validation
SYN-08512,3467,validation
SYN-08513,4008,train
SYN-08514,4008,train
SYN-08515,206,train
SYN-08516,3468,train
SYN-08517,28,train
SYN-08518,3469,train
SYN-08519,813,test
SYN-08520,3470,train
SYN-08521,1061,test
SYN-08522,3471,validation
SYN-08523,3472,test
SYN-08524,352,train
SYN-08525,1470,train
SYN-08526,3473,train
SYN-08527,1067,train
SYN-08528,2567,train
SYN-08529,3474,validation
SYN-08530,3475,train
SYN-08531,3476,train
SYN-08532,3477,train
SYN-08533,3244,train
SYN-08534,2790,test
SYN-08535,3478,train
SYN-08536,3189,validation
SYN-08537,200,train
SYN-08538,102,train
SYN-08539,3479,train
SYN-08540,3480,train
SYN-08541,3481,train
SYN-08542,736,train
SYN-08543,3482,train
SYN-08544,3483,validation
SYN-08545,2032,train
SYN-08546,4043,train
SYN-08547,3484,train
SYN-08548,3485,test
SYN-08549,3486,train
SYN-08550,3487,train
SYN-08551,3488,train
SYN-08552,4317,train
SYN-08553,3580,train
SYN-08554,3489,train
SYN-08555,3490,train
SYN-08556,1554,validation
SYN-08557,4326,train
SYN-08558,3491,train
SYN-08559,3189,validation
SYN-08560,3492,train
SYN-08561,692,train
SYN-08562,794,train
SYN-08563,3493,train
SYN-08564,1018,train
SYN-08565,1190,train
SYN-08566,3494,test
SYN-08567,3495,train
SYN-08568,3496,test
SYN-08569,3580,train
SYN-08570,3497,validation
SYN-08571,1330,train
SYN-08572,2032,train
SYN-08573,3797,train
SYN-08574,1803,train
SYN-08575,3498,train
SYN-08576,3499,train
SYN-08577,3500,test
SYN-08578,1264,train
SYN-08579,692,train
SYN-08580,3416,train
SYN-08581,3501,train
SYN-08582,3502,train
SYN-08583,36,train
SYN-08584,36,train
SYN-08585,3503,train
SYN-08586,3504,validation
SYN-08587,3580,train
SYN-08588,3189,validation
SYN-08589,4126,train
SYN-08590,3505,train
SYN-08591,1018,train
SYN-08592,1018,train
SYN-08593,3506,validation
SYN-08594,3507,train
SYN-08595,3508,train
SYN-08596,19,train
SYN-08597,3509,train
SYN-08598,4043,train
SYN-08599,2452,train
SYN-08600,3510,train
SYN-08601,3797,train
SYN-08602,3264,test
SYN-08603,3511,train
SYN-08604,3512,train
SYN-08605,3513,train
SYN-08606,1263,train
SYN-08607,2032,train
SYN-08608,3514,validation
SYN-08609,3060,test
SYN-08610,4064,train
SYN-08611,3515,test
SYN-08612,1190,train
SYN-08613,3516,train
SYN-08614,4064,train
SYN-08615,3517,test
SYN-08616,3518,train
SYN-08617,3519,train
SYN-08618,3021,train
SYN-08619,3520,train
SYN-08620,3521,train
SYN-08621,3522,validation
SYN-08622,3495,train
SYN-08623,3189,validation
SYN-08624,3523,validation
SYN-08625,3524,validation
SYN-08626,3525,train
SYN-08627,3526,train
SYN-08628,3495,train
SYN-08629,3527,train
SYN-08630,3528,train
SYN-08631,3323,test
SYN-08632,3529,test
SYN-08633,4355,validation
SYN-08634,3530,validation
SYN-08635,49,train
SYN-08636,4043,train
SYN-08637,2101,validation
SYN-08638,3531,test
SYN-08639,112,test
SYN-08640,3323,test
SYN-08641,3532,validation
SYN-08642,2082,train
SYN-08643,4008,train
SYN-08644,3533,train
SYN-08645,3534,train
SYN-08646,472,train
SYN-08647,3535,train
SYN-08648,3536,train
SYN-08649,1330,train
SYN-08650,1801,train
SYN-08651,2999,train
SYN-08652,3471,validation
SYN-08653,3537,train
SYN-08654,535,train
SYN-08655,3538,train
SYN-08656,3580,train
SYN-08657,401,validation
SYN-08658,3189,validation
SYN-08659,3539,train
SYN-08660,3540,train
SYN-08661,4361,test
SYN-08662,3541,test
SYN-08663,200,train
SYN-08664,3542,train
SYN-08665,794,train
SYN-08666,3543,validation
SYN-08667,3264,test
SYN-08668,910,validation
SYN-08669,3544,train
SYN-08670,3545,test
SYN-08671,3546,validation
SYN-08672,3547,train
SYN-08673,2369,train
SYN-08674,3548,train
SYN-08675,2327,train
SYN-08676,3549,train
SYN-08677,496,train
SYN-08678,1330,train
SYN-08679,3550,test
SYN-08680,3551,validation
SYN-08681,3552,train
SYN-08682,3580,train
SYN-08683,1018,train
SYN-08684,200,train
SYN-08685,3553,train
SYN-08686,2811,train
SYN-08687,2313,test
SYN-08688,2850,train
SYN-08689,2656,train
SYN-08690,4366,train
SYN-08691,2611,train
SYN-08692,3554,train
SYN-08693,3555,train
SYN-08694,1190,train
SYN-08695,2079,train
SYN-08696,3556,train
SYN-08697,3557,test
SYN-08698,3471,validation
SYN-08699,3558,train
SYN-08700,3244,train
SYN-08701,3264,test
SYN-08702,3797,train
SYN-08703,3471,validation
SYN-08704,3559,train
SYN-08705,3560,train
SYN-08706,402,train
SYN-08707,265,train
SYN-08708,2032,train
SYN-08709,3244,train
SYN-08710,3468,train
SYN-08711,3561,train
SYN-08712,3562,train
SYN-08713,3563,train
SYN-08714,4355,validation
SYN-08715,3244,train
SYN-08716,36,train
SYN-08717,19,train
SYN-08718,1585,train
SYN-08719,4045,train
SYN-08720,2032,train
SYN-08721,298,validation
SYN-08722,36,train
SYN-08723,3564,train
SYN-08724,3565,train
SYN-08725,2568,validation
SYN-08726,3189,validation
SYN-08727,2041,train
SYN-08728,3566,train
SYN-08729,442,train
SYN-08730,3567,train
SYN-08731,3797,train
SYN-08732,794,train
SYN-08733,1330,train
SYN-08734,991,train
SYN-08735,1190,train
SYN-08736,3568,train
SYN-08737,634,train
SYN-08738,4064,train
SYN-08739,3244,train
SYN-08740,1585,train
SYN-08741,2452,train
SYN-08742,3495,train
SYN-08743,3569,train
SYN-08744,3570,train
SYN-08745,3495,train
SYN-08746,3571,validation
SYN-08747,1330,train
SYN-08748,4417,train
SYN-08749,2167,validation
SYN-08750,2482,test
SYN-08751,3572,validation
SYN-08752,3573,train
SYN-08753,3574,train
SYN-08754,3575,train
SYN-08755,4333,train
SYN-08756,1999,train
SYN-08757,3576,train
SYN-08758,3577,train
SYN-08759,3578,validation
SYN-08760,1801,train
SYN-08761,3189,validation
SYN-08762,206,train
SYN-08763,910,validation
SYN-08764,3264,test
SYN-08765,3021,train
SYN-08766,3579,train
SYN-08767,3580,train
SYN-08768,3581,train
SYN-08769,4008,train
SYN-08770,752,train
SYN-08771,3582,validation
SYN-08772,3244,train
SYN-08773,4045,train
SYN-08774,36,train
SYN-08775,1526,train
SYN-08776,19,train
SYN-08777,402,train
SYN-08778,2032,train
SYN-08779,2369,train
SYN-08780,3583,train
SYN-08781,3584,train
SYN-08782,1263,train
SYN-08783,3585,train
SYN-08784,3580,train
SYN-08785,3586,train
SYN-08786,3587,test
SYN-08787,3378,train
SYN-08788,694,train
SYN-08789,3588,train
SYN-08790,551,train
SYN-08791,78,train
SYN-08792,1330,train
SYN-08793,3589,train
SYN-08794,36,train
SYN-08795,179,validation
SYN-08796,3021,train
SYN-08797,3590,validation
SYN-08798,4263,train
SYN-08799,794,train
SYN-08800,2897,train
SYN-08801,4008,train
SYN-08802,1330,train
SYN-08803,939,test
SYN-08804,3591,train
SYN-08805,3592,validation
SYN-08806,3593,train
SYN-08807,3594,test
SYN-08808,3595,train
SYN-08809,3974,train
SYN-08810,3596,validation
SYN-08811,634,train
SYN-08812,3021,train
SYN-08813,3597,validation
SYN-08814,3598,train
SYN-08815,3405,train
SYN-08816,3599,train
SYN-08817,1330,train
SYN-08818,1190,train
SYN-08819,2313,test
SYN-08820,1190,train
SYN-08821,3600,validation
SYN-08822,3601,train
SYN-08823,3602,train
SYN-08824,2452,train
SYN-08825,185,test
SYN-08826,3603,train
SYN-08827,3604,train
SYN-08828,3254,validation
SYN-08829,3605,train
SYN-08830,786,train
SYN-08831,3606,train
SYN-08832,3607,train
SYN-08833,991,train
SYN-08834,3386,train
SYN-08835,3608,train
SYN-08836,3244,train
SYN-08837,2999,train
SYN-08838,3609,train
SYN-08839,3610,train
SYN-08840,3611,train
SYN-08841,3612,train
SYN-08842,2473,train
SYN-08843,2032,train
SYN-08844,3613,train
SYN-08845,3614,train
SYN-08846,3615,test
SYN-08847,1061,test
SYN-08848,3616,validation
SYN-08849,36,train
SYN-08850,3617,train
SYN-08851,239,train
SYN-08852,3618,train
SYN-08853,694,train
SYN-08854,19,train
SYN-08855,3344,validation
SYN-08856,3619,validation
SYN-08857,3620,train
SYN-08858,2032,train
SYN-08859,472,train
SYN-08860,3621,train
SYN-08861,3622,validation
SYN-08862,3623,train
SYN-08863,2156,train
SYN-08864,200,train
SYN-08865,3344,validation
SYN-08866,4546,train
SYN-08867,3624,test
SYN-08868,3625,train
SYN-08869,3626,test
SYN-08870,3627,train
SYN-08871,634,train
SYN-08872,1220,train
SYN-08873,634,train
SYN-08874,3628,train
SYN-08875,3629,validation
SYN-08876,3630,train
SYN-08877,1330,train
SYN-08878,3631,train
SYN-08879,1330,train
SYN-08880,185,test
SYN-08881,583,train
SYN-08882,2507,train
SYN-08883,3632,train
SYN-08884,3189,validation
SYN-08885,3633,train
SYN-08886,3495,train
SYN-08887,3634,test
SYN-08888,3635,validation
SYN-08889,3636,train
SYN-08890,3637,train
SYN-08891,1029,train
SYN-08892,3289,test
SYN-08893,3797,train
SYN-08894,3589,train
SYN-08895,3638,train
SYN-08896,3639,validation
SYN-08897,3640,train
SYN-08898,2482,test
SYN-08899,1699,train
SYN-08900,1018,train
SYN-08901,2630,train
SYN-08902,3641,train
SYN-08903,3580,train
SYN-08904,36,train
SYN-08905,3642,validation
SYN-08906,3643,train
SYN-08907,4355,validation
SYN-08908,4186,train
SYN-08909,3644,validation
SYN-08910,3645,validation
SYN-08911,2404,validation
SYN-08912,3646,train
SYN-08913,458,test
SYN-08914,3647,validation
SYN-08915,3648,test
SYN-08916,3264,test
SYN-08917,3649,test
SYN-08918,401,validation
SYN-08919,3650,train
SYN-08920,977,train
SYN-08921,3651,train
SYN-08922,8,train
SYN-08923,3652,train
SYN-08924,3249,train
SYN-08925,3653,validation
SYN-08926,93,train
SYN-08927,4064,train
SYN-08928,634,train
SYN-08929,200,train
SYN-08930,3992,train
SYN-08931,19,train
SYN-08932,4008,train
SYN-08933,3654,train
SYN-08934,3655,train
SYN-08935,3656,train
SYN-08936,36,train
SYN-08937,49,train
SYN-08938,3657,train
SYN-08939,3580,train
SYN-08940,3658,train
SYN-08941,3659,train
SYN-08942,3660,validation
SYN-08943,3661,train
SYN-08944,342,train
SYN-08945,3662,train
SYN-08946,3663,test
SYN-08947,1263,train
SYN-08948,3664,test
SYN-08949,3665,train
SYN-08950,1759,train
SYN-08951,569,train
SYN-08952,3666,train
SYN-08953,2437,test
SYN-08954,3471,validation
SYN-08955,3667,train
SYN-08956,3189,validation
SYN-08957,1615,train
SYN-08958,991,train
SYN-08959,786,train
SYN-08960,2638,train
SYN-08961,794,train
SYN-08962,2541,validation
SYN-08963,3668,train
SYN-08964,447,train
SYN-08965,472,train
SYN-08966,3669,train
SYN-08967,200,train
SYN-08968,4263,train
SYN-08969,4513,train
SYN-08970,3670,train
SYN-08971,3671,train
SYN-08972,3672,train
SYN-08973,3580,train
SYN-08974,3673,train
SYN-08975,2999,train
SYN-08976,3118,train
SYN-08977,3674,train
SYN-08978,3802,train
SYN-08979,343,train
SYN-08980,3264,test
SYN-08981,3675,validation
SYN-08982,3676,validation
SYN-08983,3677,train
SYN-08984,3797,train
SYN-08985,3678,test
SYN-08986,1221,validation
SYN-08987,3679,train
SYN-08988,36,train
SYN-08989,4045,train
SYN-08990,49,train
SYN-08991,3680,train
SYN-08992,3681,train
SYN-08993,3249,train
SYN-08994,634,train
SYN-08995,991,train
SYN-08996,2369,train
SYN-08997,3682,train
SYN-08998,3923,train
SYN-08999,2200,test
SYN-09000,3683,train
SYN-09001,4263,train
SYN-09002,3684,train
SYN-09003,3685,test
SYN-09004,954,test
SYN-09005,3021,train
SYN-09006,200,train
SYN-09007,472,train
SYN-09008,4043,train
SYN-09009,733,train
SYN-09010,2313,test
SYN-09011,3686,train
SYN-09012,2452,train
SYN-09013,3471,validation
SYN-09014,991,train
SYN-09015,4263,train
SYN-09016,3189,validation
SYN-09017,1190,train
SYN-09018,3687,test
SYN-09019,3688,train
SYN-09020,3689,train
SYN-09021,3690,train
SYN-09022,3471,validation
SYN-09023,3244,train
SYN-09024,3691,train
SYN-09025,200,train
SYN-09026,3692,test
SYN-09027,3693,train
SYN-09028,36,train
SYN-09029,49,train
SYN-09030,4043,train
SYN-09031,1263,train
SYN-09032,3694,train
SYN-09033,200,train
SYN-09034,3580,train
SYN-09035,3695,train
SYN-09036,3696,train
SYN-09037,3697,train
SYN-09038,200,train
SYN-09039,3698,train
SYN-09040,634,train
SYN-09041,3471,validation
SYN-09042,1061,test
SYN-09043,3856,train
SYN-09044,607,train
SYN-09045,3699,train
SYN-09046,3700,validation
SYN-09047,3189,validation
SYN-09048,3701,train
SYN-09049,3702,train
SYN-09050,49,train
SYN-09051,3703,train
SYN-09052,2032,train
SYN-09053,3704,train
SYN-09054,3189,validation
SYN-09055,3705,train
SYN-09056,3706,train
SYN-09057,1330,train
SYN-09058,3386,train
SYN-09059,3707,test
SYN-09060,3708,test
SYN-09061,200,train
SYN-09062,1330,train
SYN-09063,3709,train
SYN-09064,3710,validation
SYN-09065,3711,test
SYN-09066,1330,train
SYN-09067,3712,test
SYN-09068,3713,train
SYN-09069,3714,train
SYN-09070,3715,train
SYN-09071,2285,test
SYN-09072,102,train
SYN-09073,36,train
SYN-09074,2032,train
SYN-09075,2436,train
SYN-09076,2492,train
SYN-09077,3716,train
SYN-09078,991,train
SYN-09079,794,train
SYN-09080,3717,train
SYN-09081,36,train
SYN-09082,3718,train
SYN-09083,3719,train
SYN-09084,3720,train
SYN-09085,3721,train
SYN-09086,3722,train
SYN-09087,3723,test
SYN-09088,3724,validation
SYN-09089,794,train
SYN-09090,3725,validation
SYN-09091,3726,train
SYN-09092,1190,train
SYN-09093,19,train
SYN-09094,3727,train
SYN-09095,3728,train
SYN-09096,3729,train
SYN-09097,2327,train
SYN-09098,36,train
SYN-09099,551,train
SYN-09100,3730,train
SYN-09101,3731,test
SYN-09102,3732,test
SYN-09103,2369,train
SYN-09104,3189,validation
SYN-09105,2437,test
SYN-09106,3733,test
SYN-09107,855,train
SYN-09108,991,train
SYN-09109,3734,train
SYN-09110,3735,train
SYN-09111,3736,train
SYN-09112,3737,train
SYN-09113,3738,train
SYN-09114,266,train
SYN-09115,3739,train
SYN-09116,343,train
SYN-09117,991,train
SYN-09118,2736,validation
SYN-09119,3740,train
SYN-09120,298,validation
SYN-09121,1801,train
SYN-09122,3741,train
SYN-09123,2369,train
SYN-09124,2615,train
SYN-09125,3742,validation
SYN-09126,1806,test
SYN-09127,1221,validation
SYN-09128,3743,test
SYN-09129,2327,train
SYN-09130,3021,train
SYN-09131,2032,train
SYN-09132,3189,validation
SYN-09133,3744,test
SYN-09134,2032,train
SYN-09135,2179,train
SYN-09136,2515,test
SYN-09137,3745,train
SYN-09138,3746,test
SYN-09139,3747,train
SYN-09140,3748,train
SYN-09141,3749,test
SYN-09142,3750,train
SYN-09143,1018,train
SYN-09144,1125,train
SYN-09145,200,train
SYN-09146,3751,train
SYN-09147,3752,train
SYN-09148,752,train
SYN-09149,3753,validation
SYN-09150,2232,validation
SYN-09151,3754,test
SYN-09152,977,train
SYN-09153,3495,train
SYN-09154,4523,validation
SYN-09155,2780,validation
SYN-09156,171,train
SYN-09157,3755,train
SYN-09158,185,test
SYN-09159,3756,test
SYN-09160,1831,test
SYN-09161,4043,train
SYN-09162,2015,train
SYN-09163,3580,train
SYN-09164,3189,validation
SYN-09165,1507,train
SYN-09166,4045,train
SYN-09167,1190,train
SYN-09168,1263,train
SYN-09169,3264,test
SYN-09170,1018,train
SYN-09171,3757,train
SYN-09172,1042,train
SYN-09173,3805,train
SYN-09174,1263,train
SYN-09175,3758,train
SYN-09176,3759,train
SYN-09177,4064,train
SYN-09178,3760,train
SYN-09179,1190,train
SYN-09180,3761,test
SYN-09181,3762,train
SYN-09182,36,train
SYN-09183,3763,train
SYN-09184,3764,train
SYN-09185,2790,test
SYN-09186,1891,test
SYN-09187,3765,train
SYN-09188,3766,test
SYN-09189,3767,train
SYN-09190,466,train
SYN-09191,3386,train
SYN-09192,1831,test
SYN-09193,1230,train
SYN-09194,3768,train
SYN-09195,813,test
SYN-09196,200,train
SYN-09197,3769,train
SYN-09198,3189,validation
SYN-09199,3770,validation
SYN-09200,4008,train
SYN-09201,3771,train
SYN-09202,3772,train
SYN-09203,3495,train
SYN-09204,2101,validation
SYN-09205,3773,test
SYN-09206,3471,validation
SYN-09207,3774,validation
SYN-09208,200,train
SYN-09209,3580,train
SYN-09210,49,train
SYN-09211,991,train
SYN-09212,2032,train
SYN-09213,3775,train
SYN-09214,298,validation
SYN-09215,3776,train
SYN-09216,3244,train
SYN-09217,4008,train
SYN-09218,1030,validation
SYN-09219,3777,train
SYN-09220,3778,validation
SYN-09221,3779,test
SYN-09222,3426,train
SYN-09223,3780,train
SYN-09224,3781,train
SYN-09225,2482,test
SYN-09226,991,train
SYN-09227,3782,train
SYN-09228,1927,train
SYN-09229,3783,train
SYN-09230,472,train
SYN-09231,3784,validation
SYN-09232,3785,validation
SYN-09233,3786,train
SYN-09234,200,train
SYN-09235,3787,train
SYN-09236,3302,train
SYN-09237,634,train
SYN-09238,3797,train
SYN-09239,3788,test
SYN-09240,36,train
SYN-09241,1149,test
SYN-09242,1585,train
SYN-09243,3789,test
SYN-09244,719,train
SYN-09245,3790,train
SYN-09246,3791,test
SYN-09247,3344,validation
SYN-09248,3792,train
SYN-09249,3793,train
SYN-09250,3794,train
SYN-09251,3795,test
SYN-09252,2032,train
SYN-09253,3796,validation
SYN-09254,1460,train
SYN-09255,3797,train
SYN-09256,3189,validation
SYN-09257,3798,train
SYN-09258,4064,train
SYN-09259,3799,train
SYN-09260,3800,validation
SYN-09261,293,train
SYN-09262,3801,train
SYN-09263,4270,train
SYN-09264,298,validation
SYN-09265,1891,test
SYN-09266,2319,train
SYN-09267,1264,train
SYN-09268,3249,train
SYN-09269,1237,train
SYN-09270,78,train
SYN-09271,3189,validation
SYN-09272,3802,train
SYN-09273,1330,train
SYN-09274,1190,train
SYN-09275,3580,train
SYN-09276,3048,validation
SYN-09277,3803,test
SYN-09278,3804,train
SYN-09279,19,train
SYN-09280,76,train
SYN-09281,3805,train
SYN-09282,2949,test
SYN-09283,3806,train
SYN-09284,3807,train
SYN-09285,2452,train
SYN-09286,2123,train
SYN-09287,3060,test
SYN-09288,3797,train
SYN-09289,3495,train
SYN-09290,3808,validation
SYN-09291,3809,test
SYN-09292,3344,validation
SYN-09293,3810,train
SYN-09294,3811,train
SYN-09295,3580,train
SYN-09296,692,train
SYN-09297,3812,train
SYN-09298,1421,train
SYN-09299,3813,train
SYN-09300,4227,train
SYN-09301,521,train
SYN-09302,3580,train
SYN-09303,3814,test
SYN-09304,3189,validation
SYN-09305,3815,test
SYN-09306,472,train
SYN-09307,3850,test
SYN-09308,3506,validation
SYN-09309,3816,validation
SYN-09310,1585,train
SYN-09311,2482,test
SYN-09312,3817,validation
SYN-09313,3818,train
SYN-09314,3819,validation
SYN-09315,3820,train
SYN-09316,4045,train
SYN-09317,1874,train
SYN-09318,2026,train
SYN-09319,4253,train
SYN-09320,1831,test
SYN-09321,3821,train
SYN-09322,3822,train
SYN-09323,2437,test
SYN-09324,49,train
SYN-09325,3823,validation
SYN-09326,36,train
SYN-09327,4047,train
SYN-09328,910,validation
SYN-09329,2850,train
SYN-09330,3021,train
SYN-09331,3580,train
SYN-09332,2404,validation
SYN-09333,3824,train
SYN-09334,1973,train
SYN-09335,1330,train
SYN-09336,2736,validation
SYN-09337,1891,test
SYN-09338,3825,train
SYN-09339,3826,train
SYN-09340,4064,train
SYN-09341,3827,train
SYN-09342,3828,train
SYN-09343,3580,train
SYN-09344,3829,train
SYN-09345,321,train
SYN-09346,1299,train
SYN-09347,2980,train
SYN-09348,3830,train
SYN-09349,2980,train
SYN-09350,19,train
SYN-09351,185,test
SYN-09352,3831,validation
SYN-09353,3832,test
SYN-09354,3495,train
SYN-09355,3833,train
SYN-09356,3189,validation
SYN-09357,4438,test
SYN-09358,3264,test
SYN-09359,3021,train
SYN-09360,3834,train
SYN-09361,3439,test
SYN-09362,3835,train
SYN-09363,1330,train
SYN-09364,200,train
SYN-09365,3836,train
SYN-09366,3837,train
SYN-09367,3838,train
SYN-09368,3839,train
SYN-09369,3840,validation
SYN-09370,414,train
SYN-09371,4214,train
SYN-09372,1831,test
SYN-09373,3841,train
SYN-09374,3842,train
SYN-09375,1330,train
SYN-09376,3843,train
SYN-09377,3844,test
SYN-09378,3845,train
SYN-09379,3495,train
SYN-09380,2579,train
SYN-09381,3846,train
SYN-09382,954,test
SYN-09383,729,train
SYN-09384,3847,train
SYN-09385,3848,train
SYN-09386,3849,train
SYN-09387,2032,train
SYN-09388,928,train
SYN-09389,3189,validation
SYN-09390,3850,test
SYN-09391,3741,train
SYN-09392,786,train
SYN-09393,4008,train
SYN-09394,3851,train
SYN-09395,3852,train
SYN-09396,504,validation
SYN-09397,4217,validation
SYN-09398,3853,train
SYN-09399,2901,train
SYN-09400,3580,train
SYN-09401,3854,train
SYN-09402,3855,train
SYN-09403,1460,train
SYN-09404,262,train
SYN-09405,3856,train
SYN-09406,3877,validation
SYN-09407,3857,train
SYN-09408,2032,train
SYN-09409,3858,test
SYN-09410,3859,test
SYN-09411,2482,test
SYN-09412,19,train
SYN-09413,3860,train
SYN-09414,36,train
SYN-09415,2811,train
SYN-09416,551,train
SYN-09417,3861,validation
SYN-09418,3021,train
SYN-09419,472,train
SYN-09420,3862,validation
SYN-09421,3863,test
SYN-09422,1263,train
SYN-09423,442,train
SYN-09424,3471,validation
SYN-09425,4144,train
SYN-09426,472,train
SYN-09427,3864,train
SYN-09428,4085,train
SYN-09429,991,train
SYN-09430,3865,train
SYN-09431,1903,train
SYN-09432,36,train
SYN-09433,3323,test
SYN-09434,1124,train
SYN-09435,3292,train
SYN-09436,3866,train
SYN-09437,4043,train
SYN-09438,3867,test
SYN-09439,3868,train
SYN-09440,3869,train
SYN-09441,1190,train
SYN-09442,2032,train
SYN-09443,3693,train
SYN-09444,1803,train
SYN-09445,3870,train
SYN-09446,200,train
SYN-09447,3407,train
SYN-09448,3264,test
SYN-09449,3458,validation
SYN-09450,200,train
SYN-09451,4263,train
SYN-09452,3249,train
SYN-09453,4186,train
SYN-09454,3871,train
SYN-09455,49,train
SYN-09456,1190,train
SYN-09457,200,train
SYN-09458,249,train
SYN-09459,4144,train
SYN-09460,3872,train
SYN-09461,3580,train
SYN-09462,794,train
SYN-09463,3873,validation
SYN-09464,3021,train
SYN-09465,3874,train
SYN-09466,3875,train
SYN-09467,991,train
SYN-09468,476,train
SYN-09469,1125,train
SYN-09470,3876,train
SYN-09471,3877,validation
SYN-09472,3264,test
SYN-09473,3878,train
SYN-09474,1263,train
SYN-09475,3879,validation
SYN-09476,3880,train
SYN-09477,2022,train
SYN-09478,3881,train
SYN-09479,3580,train
SYN-09480,3882,validation
SYN-09481,3883,train
SYN-09482,3884,validation
SYN-09483,634,train
SYN-09484,3885,validation
SYN-09485,3116,validation
SYN-09486,740,train
SYN-09487,3244,train
SYN-09488,4101,train
SYN-09489,3886,train
SYN-09490,2949,test
SYN-09491,3887,train
SYN-09492,1547,train
SYN-09493,2999,train
SYN-09494,3888,train
SYN-09495,3889,test
SYN-09496,616,train
SYN-09497,3890,train
SYN-09498,472,train
SYN-09499,3891,train
SYN-09500,3797,train
SYN-09501,1190,train
SYN-09502,3264,test
SYN-09503,3797,train
SYN-09504,3892,validation
SYN-09505,3893,train
SYN-09506,3264,test
SYN-09507,1125,train
SYN-09508,3894,test
SYN-09509,4045,train
SYN-09510,3895,train
SYN-09511,634,train
SYN-09512,36,train
SYN-09513,1263,train
SYN-09514,3896,train
SYN-09515,78,train
SYN-09516,2079,train
SYN-09517,3897,train
SYN-09518,3898,train
SYN-09519,890,test
SYN-09520,3899,train
SYN-09521,3900,train
SYN-09522,551,train
SYN-09523,2032,train
SYN-09524,736,train
SYN-09525,3264,test
SYN-09526,813,test
SYN-09527,3901,test
SYN-09528,3580,train
SYN-09529,3902,train
SYN-09530,3903,train
SYN-09531,3904,train
SYN-09532,2032,train
SYN-09533,1372,validation
SYN-09534,2999,train
SYN-09535,3021,train
SYN-09536,3905,test
SYN-09537,298,validation
SYN-09538,3906,test
SYN-09539,4064,train
SYN-09540,81,train
SYN-09541,3907,train
SYN-09542,3908,train
SYN-09543,1018,train
SYN-09544,1480,train
SYN-09545,3244,train
SYN-09546,3244,train
SYN-09547,3909,train
SYN-09548,3910,validation
SYN-09549,3911,train
SYN-09550,4230,train
SYN-09551,36,train
SYN-09552,3912,train
SYN-09553,2079,train
SYN-09554,3913,train
SYN-09555,3914,validation
SYN-09556,3915,validation
SYN-09557,3916,train
SYN-09558,3360,train
SYN-09559,298,validation
SYN-09560,3917,train
SYN-09561,472,train
SYN-09562,3974,train
SYN-09563,2313,test
SYN-09564,3918,train
SYN-09565,3919,train
SYN-09566,49,train
SYN-09567,694,train
SYN-09568,3920,train
SYN-09569,200,train
SYN-09570,3921,train
SYN-09571,4064,train
SYN-09572,2482,test
SYN-09573,3922,train
SYN-09574,2192,train
SYN-09575,1713,train
SYN-09576,401,validation
SYN-09577,3259,test
SYN-09578,3189,validation
SYN-09579,3386,train
SYN-09580,1042,train
SYN-09581,57,train
SYN-09582,200,train
SYN-09583,3923,train
SYN-09584,3924,test
SYN-09585,3925,train
SYN-09586,3926,validation
SYN-09587,3927,train
SYN-09588,3928,validation
SYN-09589,2267,validation
SYN-09590,3929,train
SYN-09591,1190,train
SYN-09592,3122,train
SYN-09593,3930,validation
SYN-09594,3931,train
SYN-09595,3932,train
SYN-09596,2232,validation
SYN-09597,3933,train
SYN-09598,2482,test
SYN-09599,3244,train
SYN-09600,3934,train
SYN-09601,3935,test
SYN-09602,3936,train
SYN-09603,2811,train
SYN-09604,2369,train
SYN-09605,3937,train
SYN-09606,3524,validation
SYN-09607,3938,train
SYN-09608,49,train
SYN-09609,3939,train
SYN-09610,3495,train
SYN-09611,3940,test
SYN-09612,1831,test
SYN-09613,954,test
